#planeta: terra
#g: 9.8
#altura: 0.0
#distanciaRede: 40.0
#alturaRede: 5.0
x,y
0.1,NaN
0.2,NaN
0.30000000000000004,NaN
0.4,NaN
0.5,NaN
0.6,NaN
0.7,NaN
0.7999999999999999,NaN
0.8999999999999999,NaN
0.9999999999999999,NaN
1.0999999999999999,NaN
1.2,NaN
1.3,NaN
1.4000000000000001,NaN
1.5000000000000002,NaN
1.6000000000000003,NaN
1.7000000000000004,NaN
1.8000000000000005,NaN
1.9000000000000006,NaN
2.0000000000000004,NaN
2.1000000000000005,NaN
2.2000000000000006,NaN
2.3000000000000007,NaN
2.400000000000001,NaN
2.500000000000001,NaN
2.600000000000001,NaN
2.700000000000001,NaN
2.800000000000001,NaN
2.9000000000000012,NaN
3.0000000000000013,NaN
3.1000000000000014,NaN
3.2000000000000015,NaN
3.3000000000000016,NaN
3.4000000000000017,NaN
3.5000000000000018,NaN
3.600000000000002,NaN
3.700000000000002,NaN
3.800000000000002,NaN
3.900000000000002,NaN
4.000000000000002,NaN
4.100000000000001,NaN
4.200000000000001,NaN
4.300000000000001,NaN
4.4,NaN
4.5,NaN
4.6,NaN
4.699999999999999,NaN
4.799999999999999,NaN
4.899999999999999,NaN
4.999999999999998,NaN
5.099999999999998,NaN
5.1999999999999975,NaN
5.299999999999997,NaN
5.399999999999997,NaN
5.4999999999999964,NaN
5.599999999999996,NaN
5.699999999999996,NaN
5.799999999999995,NaN
5.899999999999995,NaN
5.999999999999995,NaN
6.099999999999994,NaN
6.199999999999994,NaN
6.299999999999994,NaN
6.399999999999993,NaN
6.499999999999993,NaN
6.5999999999999925,NaN
6.699999999999992,NaN
6.799999999999992,NaN
6.8999999999999915,NaN
6.999999999999991,NaN
7.099999999999991,NaN
7.19999999999999,387.02750836099386
7.29999999999999,253.3814856904958
7.39999999999999,202.14805205610867
7.499999999999989,173.12791812465835
7.599999999999989,153.84561121748925
7.699999999999989,139.8455839994769
7.799999999999988,129.08709721425708
7.899999999999988,120.48612652574664
7.999999999999988,113.40653718676698
8.099999999999987,107.44718281510507
8.199999999999987,102.34091755090691
8.299999999999986,97.90204332703651
8.399999999999986,93.9969340262153
8.499999999999986,90.52665083932429
8.599999999999985,87.41616270514923
8.699999999999985,84.6073972116062
8.799999999999985,82.05461074584997
8.899999999999984,79.72121533569917
8.999999999999984,77.57754978212776
9.099999999999984,75.59927999570971
9.199999999999983,73.76622884922823
9.299999999999983,72.06150558442619
9.399999999999983,70.47084816942547
9.499999999999982,68.98211966475866
9.599999999999982,67.58491771259122
9.699999999999982,66.27026829689397
9.799999999999981,65.03038309310165
9.89999999999998,63.85846536942488
9.99999999999998,62.748553361414864
10.09999999999998,61.69539285932257
10.19999999999998,60.69433277999768
10.29999999999998,59.74123897863826
10.399999999999979,58.832422651079234
10.499999999999979,57.96458049463389
10.599999999999978,57.13474441137735
10.699999999999978,56.34023900611575
10.799999999999978,55.578645490530974
10.899999999999977,54.847770882779606
10.999999999999977,54.14562160826457
11.099999999999977,53.47038077714537
11.199999999999976,52.82038854834511
11.299999999999976,52.19412509650965
11.399999999999975,51.59019578372802
11.499999999999975,51.007318206492236
11.599999999999975,50.44431084392629
11.699999999999974,49.90008307848282
11.799999999999974,49.3736263972186
11.899999999999974,48.86400661206341
11.999999999999973,48.370356962490725
12.099999999999973,47.89187198469674
12.199999999999973,47.42780204861103
12.299999999999972,46.97744847843414
12.399999999999972,46.54015918444353
12.499999999999972,46.11532474394059
12.599999999999971,45.7023748777627
12.69999999999997,45.30077527602548
12.79999999999997,44.91002473291182
12.89999999999997,44.52965255556659
12.99999999999997,44.15921621663643
13.09999999999997,43.79829922383367
13.199999999999969,43.44650918320456
13.299999999999969,43.10347603562596
13.399999999999968,42.768850448512275
13.499999999999968,42.44230234684262
13.599999999999968,42.123519569466495
13.699999999999967,41.81220663825388
13.799999999999967,41.50808362905848
13.899999999999967,41.210885134688674
13.999999999999966,40.920359311154236
14.099999999999966,40.63626699939965
14.199999999999966,40.35838091556318
14.299999999999965,40.086484903531506
14.399999999999965,39.8203732442041
14.499999999999964,39.559850016451364
14.599999999999964,39.30472850525618
14.699999999999964,39.05483065297596
14.799999999999963,38.809986550061
14.899999999999963,38.57003396191966
14.999999999999963,38.33481788893677
15.099999999999962,38.10419015693441
15.199999999999962,37.87800903561692
15.299999999999962,37.65613888276757
15.399999999999961,37.43844981216822
15.499999999999961,37.224817383394765
15.59999999999996,37.01512231180557
15.69999999999996,36.80925019718755
15.79999999999996,36.607091269657836
15.89999999999996,36.408540151538766
15.99999999999996,36.213495634033336
16.09999999999996,36.02186046762572
16.19999999999996,35.83354116522112
16.29999999999996,35.648447817120065
16.399999999999963,35.46649391699506
16.499999999999964,35.28759619810509
16.599999999999966,35.1116744790434
16.699999999999967,34.93865151836972
16.79999999999997,34.7684528775286
16.89999999999997,34.60100679150116
16.99999999999997,34.43624404667994
17.099999999999973,34.27409786549516
17.199999999999974,34.11450379735537
17.299999999999976,33.957399615498325
17.399999999999977,33.80272521937721
17.49999999999998,33.650422542234374
17.59999999999998,33.50043546354022
17.69999999999998,33.35270972599715
17.799999999999983,33.207192856830105
17.899999999999984,33.06383409310445
17.999999999999986,32.922584310829876
18.099999999999987,32.78339595762567
18.19999999999999,32.6462229887377
18.29999999999999,32.51102080621173
18.39999999999999,32.37774620104096
18.499999999999993,32.2463572981169
18.599999999999994,32.11681350382505
18.699999999999996,31.989075456136057
18.799999999999997,31.863104977053307
18.9,31.738865027286657
19.0,31.616319663029955
19.1,31.49543399472822
19.200000000000003,31.376174147726815
19.300000000000004,31.2585072247022
19.400000000000006,31.142401269779604
19.500000000000007,31.027825234248798
19.60000000000001,30.914748943794613
19.70000000000001,30.803143067163692
19.80000000000001,30.692979086193674
19.900000000000013,30.584229267135385
20.000000000000014,30.47686663320258
20.100000000000016,30.37086493828769
20.200000000000017,30.266198641785362
20.30000000000002,30.162842884469256
20.40000000000002,30.060773465370133
20.50000000000002,29.959966819606755
20.600000000000023,29.860399997123405
20.700000000000024,29.76205064229052
20.800000000000026,29.664896974327434
20.900000000000027,29.56891776850828
21.00000000000003,29.47409233811433
