#planeta: terra
#g: 9.8
#altura: 0.0
#distanciaRede: 40.0
#alturaRede: 5.0
x,y
0.1,335.11185580686515
0.2,236.9605875206369
0.30000000000000004,193.47849180990087
0.4,167.55847996321015
0.5,149.87023017074364
0.6,136.81370441505265
0.7,126.66654952811112
0.7999999999999999,118.48751241185887
0.8999999999999999,111.71302646498425
0.9999999999999999,105.9823271699333
1.0999999999999999,101.0523390093725
1.2,96.75250844489678
1.3,92.95916333821212
1.4000000000000001,89.58014741347343
1.5000000000000002,86.54519318162379
1.6000000000000003,83.79966121872866
1.7000000000000004,81.30033760851427
1.8000000000000005,79.01253492379668
1.9000000000000006,76.90804436015814
2.0000000000000004,74.96365862384145
2.1000000000000005,73.16008662794896
2.2000000000000006,71.48114281313143
2.3000000000000007,69.91313257301556
2.400000000000001,68.44438007900729
2.500000000000001,67.0648610846439
2.600000000000001,65.7659141955074
2.700000000000001,64.54001152884139
2.800000000000001,63.38057484540186
2.9000000000000012,62.28182686850998
3.0000000000000013,61.23867009932698
3.1000000000000014,60.24658731401926
3.2000000000000015,59.301559302491626
3.3000000000000016,58.3999964256111
3.4000000000000017,57.53868132879222
3.5000000000000018,56.714720724561715
3.600000000000002,55.925504594767084
3.700000000000002,55.168671499789376
3.800000000000002,54.44207894298069
3.900000000000002,53.74377794216909
4.000000000000002,53.07199112014232
4.100000000000001,52.42509375269226
4.200000000000001,51.801597313678094
4.300000000000001,51.200135137378915
4.4,50.61944988351616
4.5,50.058382543065335
4.6,49.515862765915074
4.699999999999999,48.990900326562425
4.799999999999999,48.48257757290788
4.899999999999999,47.9900427270544
4.999999999999998,47.51250392678021
5.099999999999998,47.04922391281044
5.1999999999999975,46.59951528076417
5.299999999999997,46.162736228189566
5.399999999999997,45.738286736809954
5.4999999999999964,45.325605138307836
5.599999999999996,44.92416501892562
5.699999999999996,44.53347242407269
5.799999999999995,44.153063329169775
5.899999999999995,43.782501347272124
5.999999999999995,43.42137564771181
6.099999999999994,43.06929906317959
6.199999999999994,42.72590636540918
6.299999999999994,42.390852691998695
6.399999999999993,42.063812108958075
6.499999999999993,41.74447629535717
6.5999999999999925,41.43255333800286
6.699999999999992,41.12776662543088
6.799999999999992,40.82985383168307
6.8999999999999915,40.53856598138156
6.999999999999991,40.25366658852323
7.099999999999991,39.97493086222158
7.19999999999999,39.70214497333087
7.29999999999999,39.43510537651288
7.39999999999999,39.17361818285967
7.499999999999989,38.91749857867617
7.599999999999989,38.66657028646152
